,Job Title,Min Salary,Max Salary,Average Salary,Rating,State
855,other,99,174,136.5,3.8,IL
857,other,99,174,136.5,3.4,IL
858,other,99,174,136.5,4.0,IL
859,data engineer,99,174,136.5,3.8,IL
860,data engineer,99,174,136.5,5.0,IL
861,analyst,99,174,136.5,3.8,IL
862,data scientist,99,174,136.5,3.6,IL
864,data engineer,99,174,136.5,4.5,IL
865,researcher,99,174,136.5,4.2,IL
866,data engineer,99,174,136.5,3.7,IL
868,data scientist,99,174,136.5,3.7,IL
869,other,99,174,136.5,3.3,IL
870,machine learning engineer,99,174,136.5,3.3,IL
871,data engineer,99,174,136.5,3.7,IL
872,analyst,76,147,111.5,2.9,IL
873,analyst,76,147,111.5,2.7,IL
874,analyst,76,147,111.5,3.5,IL
876,data scientist,76,147,111.5,3.9,IL
877,other,76,147,111.5,3.7,IL
878,other,76,147,111.5,3.5,IL
879,analyst,76,147,111.5,4.1,IL
880,analyst,76,147,111.5,4.5,IL
881,machine learning engineer,76,147,111.5,4.1,IL
883,researcher,76,147,111.5,4.1,IL
886,data scientist,76,147,111.5,5.0,IL
888,analyst,76,147,111.5,3.7,IL
891,machine learning engineer,76,147,111.5,2.7,IL
892,analyst,76,147,111.5,3.9,IL
893,data scientist,76,147,111.5,4.2,IL
894,data engineer,76,147,111.5,4.1,IL
896,data engineer,76,147,111.5,3.7,IL
897,analyst,76,147,111.5,4.0,IL
898,analyst,76,147,111.5,3.7,IL
899,analyst,76,147,111.5,4.5,IL
900,data scientist,76,147,111.5,3.3,IL
901,data engineer,76,147,111.5,4.0,IL
902,machine learning engineer,62,109,85.5,3.3,IL
903,machine learning engineer,62,109,85.5,3.3,IL
904,data engineer,62,109,85.5,3.6,IL
905,data engineer,62,109,85.5,3.1,IL
906,analyst,62,109,85.5,5.0,IL
907,machine learning engineer,62,109,85.5,3.2,IL
908,other,62,109,85.5,3.3,IL
910,analyst,62,109,85.5,3.9,IL
911,data engineer,62,109,85.5,3.8,IL
912,analyst,62,109,85.5,3.4,IL
913,data engineer,62,109,85.5,3.0,IL
914,data engineer,62,109,85.5,3.5,IL
915,data scientist,62,109,85.5,4.1,IL
916,data engineer,62,109,85.5,4.6,IL
917,other,62,109,85.5,3.1,IL
918,data engineer,62,109,85.5,4.1,IL
919,analyst,62,109,85.5,3.1,IL
920,other,62,109,85.5,3.7,IL
921,data scientist,62,109,85.5,3.6,IL
924,data scientist,62,109,85.5,3.3,IL
925,data engineer,62,109,85.5,3.2,IL
929,data engineer,62,109,85.5,4.0,IL
930,data scientist,62,109,85.5,2.9,IL
931,data scientist,62,109,85.5,3.4,IL
932,data engineer,70,123,96.5,4.0,IL
933,other,70,123,96.5,3.7,IL
935,other,70,123,96.5,3.6,IL
936,data engineer,70,123,96.5,3.7,IL
937,other,70,123,96.5,3.6,IL
938,other,70,123,96.5,4.0,IL
939,data engineer,70,123,96.5,4.7,IL
940,data scientist,70,123,96.5,2.9,IL
942,data engineer,70,123,96.5,3.3,IL
943,researcher,70,123,96.5,4.2,IL
944,data scientist,70,123,96.5,2.9,IL
945,manager,70,123,96.5,3.4,IL
947,data engineer,70,123,96.5,3.5,IL
948,analyst,40,73,56.5,2.9,IL
949,other,40,73,56.5,3.4,IL
950,data engineer,40,73,56.5,3.7,IL
951,analyst,40,73,56.5,3.2,IL
952,manager,40,73,56.5,4.5,IL
953,data scientist,40,73,56.5,3.8,IL
954,data engineer,40,73,56.5,3.3,IL
955,data engineer,40,73,56.5,3.2,IL
956,other,40,73,56.5,3.7,IL
957,manager,40,73,56.5,2.6,IL
958,data engineer,40,73,56.5,3.9,IL
959,analyst,40,73,56.5,4.6,IL
960,data scientist,40,73,56.5,2.2,IL
961,deep learning engineer,40,73,56.5,3.2,IL
962,other,40,73,56.5,3.6,IL
963,data engineer,40,73,56.5,3.7,IL
964,other,40,73,56.5,3.7,IL
965,researcher,40,73,56.5,3.9,IL
966,analyst,38,59,48.5,4.3,IL
967,other,38,59,48.5,3.7,IL
969,other,38,59,48.5,4.6,IL
970,other,38,59,48.5,3.4,IL
973,analyst,38,59,48.5,2.5,IL
974,analyst,38,59,48.5,4.1,IL
975,analyst,38,59,48.5,3.6,IL
976,analyst,38,59,48.5,4.1,IL
978,manager,38,59,48.5,3.8,IL
979,analyst,38,59,48.5,3.2,IL
980,manager,38,59,48.5,3.9,IL
981,analyst,38,59,48.5,3.9,IL
982,analyst,38,59,48.5,3.5,IL
983,data engineer,38,59,48.5,4.4,IL
986,machine learning engineer,60,105,82.5,2.7,IL
988,analyst,60,105,82.5,4.7,IL
989,data engineer,60,105,82.5,3.6,IL
990,data engineer,60,105,82.5,3.1,IL
991,other,60,105,82.5,3.6,IL
993,other,60,105,82.5,3.2,IL
995,other,60,105,82.5,3.2,IL
996,data engineer,60,105,82.5,5.0,IL
997,manager,60,105,82.5,4.6,IL
998,other,60,105,82.5,3.9,IL
999,other,60,105,82.5,3.9,IL
1000,other,60,105,82.5,3.9,IL
1003,other,60,105,82.5,3.9,IL
1004,analyst,60,105,82.5,3.2,IL
1007,data scientist,60,105,82.5,3.6,IL
1009,analyst,60,105,82.5,3.7,IL
1010,analyst,60,105,82.5,4.2,IL
1011,analyst,60,105,82.5,3.6,IL
1012,other,60,105,82.5,3.2,IL
1013,other,60,105,82.5,3.4,IL
1014,analyst,60,105,82.5,4.9,IL
1017,data engineer,69,144,106.5,3.9,IL
1018,other,69,144,106.5,3.5,IL
1019,data engineer,69,144,106.5,4.1,IL
1022,other,69,144,106.5,3.3,IL
1023,other,69,144,106.5,3.9,IL
1026,data scientist,69,144,106.5,3.4,IL
1029,analyst,69,144,106.5,3.3,IL
1030,analyst,69,144,106.5,3.0,IL
1032,data engineer,69,144,106.5,5.0,IL
1034,data engineer,69,144,106.5,3.2,IL
1037,data engineer,69,144,106.5,3.7,IL
1038,other,69,144,106.5,3.4,IL
1040,data engineer,69,144,106.5,3.8,IL
1041,data scientist,69,144,106.5,4.6,IL
1042,other,69,144,106.5,3.2,IL
1044,data engineer,69,144,106.5,3.9,IL
1045,analyst,69,144,106.5,4.5,IL
1047,analyst,47,82,64.5,2.9,IL
1049,data scientist,47,82,64.5,2.7,IL
1051,analyst,47,82,64.5,3.5,IL
1054,manager,47,82,64.5,3.7,IL
1055,other,90,175,132.5,3.7,TX
1056,data scientist,90,175,132.5,3.5,TX
1057,data scientist,90,175,132.5,3.3,TX
1059,data engineer,90,175,132.5,3.9,TX
1060,data scientist,90,175,132.5,2.2,TX
1061,data scientist,90,175,132.5,3.9,TX
1063,data scientist,90,175,132.5,4.2,TX
1064,data scientist,90,175,132.5,3.4,TX
1065,data scientist,90,175,132.5,3.4,TX
1066,data scientist,90,175,132.5,3.7,TX
1068,data scientist,90,175,132.5,3.8,TX
1069,data scientist,90,175,132.5,3.3,TX
1070,data engineer,90,175,132.5,3.2,TX
1071,analyst,90,175,132.5,4.1,TX
1072,data scientist,90,175,132.5,3.4,TX
1074,data scientist,90,175,132.5,3.7,TX
1076,data scientist,90,175,132.5,2.9,TX
1079,data scientist,90,175,132.5,3.5,TX
1080,data scientist,90,175,132.5,3.7,TX
1082,data scientist,90,175,132.5,3.4,TX
1083,other,90,175,132.5,4.1,TX
1084,data engineer,90,175,132.5,3.3,TX
1085,other,39,87,63.0,3.6,TX
1086,data scientist,39,87,63.0,3.1,TX
1087,data engineer,39,87,63.0,4.1,TX
1088,data scientist,39,87,63.0,3.9,TX
1089,data scientist,39,87,63.0,3.8,TX
1090,other,39,87,63.0,3.6,TX
1092,analyst,39,87,63.0,3.9,TX
1093,data scientist,39,87,63.0,3.2,TX
1094,data scientist,39,87,63.0,3.4,TX
1095,data scientist,39,87,63.0,3.1,TX
1096,data scientist,39,87,63.0,3.6,TX
1098,analyst,39,87,63.0,4.8,TX
1100,analyst,39,87,63.0,4.3,TX
1101,analyst,39,87,63.0,2.8,TX
1102,analyst,39,87,63.0,3.1,TX
1107,data scientist,39,87,63.0,3.7,TX
1108,data scientist,39,87,63.0,3.7,TX
1109,data engineer,39,87,63.0,3.8,TX
1110,analyst,39,87,63.0,2.5,TX
1111,data scientist,39,87,63.0,3.6,TX
1112,analyst,39,87,63.0,3.5,TX
1113,data scientist,39,87,63.0,3.7,TX
1114,analyst,39,87,63.0,3.9,TX
1115,data scientist,36,71,53.5,3.4,TX
1119,analyst,36,71,53.5,4.0,TX
1121,data scientist,36,71,53.5,3.9,TX
1122,data scientist,36,71,53.5,3.7,TX
1126,other,36,71,53.5,3.7,TX
1127,analyst,36,71,53.5,2.4,TX
1128,data engineer,36,71,53.5,4.0,TX
1130,other,36,71,53.5,3.3,TX
1131,analyst,36,71,53.5,3.2,TX
1132,analyst,36,71,53.5,3.2,TX
1134,analyst,36,71,53.5,2.5,TX
1135,analyst,36,71,53.5,3.2,TX
1136,other,36,71,53.5,2.8,TX
1137,analyst,36,71,53.5,5.0,TX
1138,other,36,71,53.5,3.9,TX
1139,other,36,71,53.5,3.3,TX
1140,other,36,71,53.5,3.5,TX
1141,data engineer,36,71,53.5,3.2,TX
1142,other,36,71,53.5,4.0,TX
1144,other,36,71,53.5,2.7,TX
1145,other,55,117,86.0,3.5,TX
1146,data scientist,55,117,86.0,3.0,TX
1147,data scientist,55,117,86.0,4.3,TX
1148,analyst,55,117,86.0,3.7,TX
1149,other,55,117,86.0,3.6,TX
1150,analyst,55,117,86.0,2.7,TX
1152,analyst,55,117,86.0,4.1,TX
1153,analyst,55,117,86.0,4.5,TX
1154,data engineer,55,117,86.0,3.9,TX
1156,machine learning engineer,55,117,86.0,3.8,TX
1158,other,55,117,86.0,4.1,TX
1161,analyst,55,117,86.0,3.6,TX
1164,other,55,117,86.0,3.3,TX
1165,other,55,117,86.0,3.6,TX
1167,other,55,117,86.0,2.7,TX
1169,data engineer,55,117,86.0,3.4,TX
1170,other,55,117,86.0,4.0,TX
1171,other,55,117,86.0,4.2,TX
1172,other,55,117,86.0,3.4,TX
1173,other,55,117,86.0,3.7,TX
1174,analyst,55,117,86.0,2.8,TX
1178,other,114,144,129.0,3.9,TX
1179,other,114,144,129.0,3.0,TX
1182,other,114,144,129.0,3.3,TX
1183,data scientist,114,144,129.0,3.6,TX
1185,other,114,144,129.0,4.1,TX
1186,analyst,114,144,129.0,3.8,TX
1188,other,114,144,129.0,4.4,TX
1189,analyst,114,144,129.0,3.6,TX
1192,data engineer,114,144,129.0,3.7,TX
1193,other,114,144,129.0,3.6,TX
1194,analyst,114,144,129.0,3.6,TX
1195,data engineer,114,144,129.0,3.9,TX
1196,analyst,114,144,129.0,2.8,TX
1197,other,114,144,129.0,2.7,TX
1198,data engineer,114,144,129.0,4.5,TX
1200,other,114,144,129.0,4.1,TX
1201,data engineer,114,144,129.0,3.5,TX
1202,manager,114,144,129.0,3.6,TX
1203,analyst,114,144,129.0,3.8,TX
1204,analyst,114,144,129.0,3.2,TX
1205,data scientist,138,217,177.5,3.7,TX
1207,data engineer,138,217,177.5,3.3,TX
1209,other,138,217,177.5,3.3,TX
1210,analyst,138,217,177.5,4.5,TX
1212,data engineer,138,217,177.5,4.0,TX
1213,data engineer,138,217,177.5,3.9,TX
1214,data engineer,138,217,177.5,3.8,TX
1215,data scientist,138,217,177.5,3.9,TX
1216,other,138,217,177.5,3.3,TX
1219,data engineer,138,217,177.5,3.7,TX
1221,data engineer,138,217,177.5,3.1,TX
1222,manager,138,217,177.5,2.0,TX
1223,analyst,138,217,177.5,3.6,TX
1224,data engineer,138,217,177.5,4.1,TX
1226,other,138,217,177.5,2.7,TX
1227,other,138,217,177.5,3.7,TX
1228,other,138,217,177.5,4.1,TX
1230,other,138,217,177.5,4.1,TX
1233,data engineer,138,217,177.5,3.2,TX
1234,manager,138,217,177.5,3.2,TX
1236,analyst,72,97,84.5,3.2,TX
1238,other,72,97,84.5,3.7,TX
1239,analyst,72,97,84.5,3.6,TX
1242,other,72,97,84.5,4.1,TX
1244,other,72,97,84.5,3.7,TX
1245,other,72,97,84.5,4.1,TX
1247,other,72,97,84.5,4.1,TX
1248,other,72,97,84.5,4.1,TX
1249,other,72,97,84.5,4.1,TX
1250,data engineer,72,97,84.5,3.7,TX
1253,manager,72,97,84.5,3.7,TX
1255,analyst,72,97,84.5,3.2,TX
1256,analyst,72,97,84.5,3.2,TX
1257,other,72,97,84.5,4.1,TX
1260,data engineer,72,97,84.5,3.2,TX
1261,analyst,72,97,84.5,4.9,TX
1262,analyst,72,97,84.5,5.0,TX
1265,analyst,73,136,104.5,3.8,TX
1266,data engineer,73,136,104.5,4.2,TX
1268,analyst,73,136,104.5,4.0,TX
1269,other,73,136,104.5,4.1,TX
1271,analyst,73,136,104.5,3.3,TX
1273,data engineer,73,136,104.5,3.4,TX
1274,analyst,73,136,104.5,3.1,TX
1276,other,73,136,104.5,3.1,TX
1277,data scientist,73,136,104.5,3.8,TX
1279,other,73,136,104.5,3.5,TX
1280,other,73,136,104.5,4.1,TX
1281,other,73,136,104.5,4.1,TX
1283,data engineer,73,136,104.5,3.6,TX
1284,data engineer,73,136,104.5,3.7,TX
1286,other,73,136,104.5,4.1,TX
1287,manager,73,136,104.5,4.2,TX
1288,data scientist,73,136,104.5,4.2,TX
1289,data engineer,73,136,104.5,3.9,TX
1290,data engineer,73,136,104.5,3.5,TX
1291,data scientist,73,136,104.5,4.2,TX
1292,data scientist,73,136,104.5,4.2,TX
1294,data scientist,73,136,104.5,4.2,TX
1298,data scientist,94,151,122.5,4.0,AZ
1299,data scientist,94,151,122.5,4.2,AZ
1300,other,94,151,122.5,3.5,AZ
1301,analyst,94,151,122.5,4.4,AZ
1302,analyst,94,151,122.5,3.1,AZ
1303,data engineer,94,151,122.5,3.6,AZ
1304,data scientist,94,151,122.5,3.6,AZ
1305,data scientist,94,151,122.5,4.8,AZ
1306,data scientist,94,151,122.5,4.4,AZ
1307,data scientist,94,151,122.5,4.1,AZ
1308,data scientist,94,151,122.5,3.1,AZ
1310,data scientist,94,151,122.5,4.9,AZ
1311,analyst,94,151,122.5,3.7,AZ
1312,data scientist,94,151,122.5,4.2,AZ
1313,data scientist,94,151,122.5,3.3,AZ
1315,data scientist,94,151,122.5,3.9,AZ
1316,data scientist,94,151,122.5,3.9,AZ
1318,data scientist,94,151,122.5,4.0,AZ
1319,data scientist,94,151,122.5,2.8,AZ
1320,data scientist,94,151,122.5,3.7,AZ
1321,data scientist,94,151,122.5,3.5,AZ
1322,other,94,151,122.5,4.6,AZ
1324,data scientist,94,151,122.5,4.3,AZ
1325,machine learning engineer,94,151,122.5,3.8,AZ
1326,data scientist,94,151,122.5,3.3,AZ
1327,data engineer,94,151,122.5,4.8,AZ
1328,data scientist,97,159,128.0,3.2,AZ
1329,data scientist,97,159,128.0,3.6,AZ
1330,analyst,97,159,128.0,4.6,AZ
1331,data scientist,97,159,128.0,3.7,AZ
1332,analyst,97,159,128.0,3.9,AZ
1333,other,97,159,128.0,4.8,AZ
1334,other,97,159,128.0,3.9,AZ
1335,data scientist,97,159,128.0,3.8,AZ
1336,analyst,97,159,128.0,4.1,AZ
1338,analyst,97,159,128.0,4.6,AZ
1340,analyst,97,159,128.0,4.9,AZ
1341,analyst,97,159,128.0,3.5,AZ
1342,analyst,97,159,128.0,3.5,AZ
1343,data engineer,97,159,128.0,3.1,AZ
1344,analyst,97,159,128.0,3.2,AZ
1345,data scientist,97,159,128.0,3.6,AZ
1346,data scientist,97,159,128.0,4.1,AZ
1347,analyst,97,159,128.0,3.1,AZ
1348,analyst,97,159,128.0,3.6,AZ
1349,other,97,159,128.0,4.0,AZ
1351,data scientist,97,159,128.0,3.1,AZ
1352,data scientist,97,159,128.0,3.4,AZ
1353,data scientist,97,159,128.0,4.0,AZ
1354,data scientist,97,159,128.0,3.7,AZ
1355,data scientist,97,159,128.0,3.2,AZ
1356,other,97,159,128.0,3.6,AZ
1357,data scientist,97,159,128.0,3.6,AZ
1358,analyst,97,159,128.0,3.9,AZ
1359,other,97,159,128.0,3.5,AZ
1360,analyst,46,104,75.0,3.6,AZ
1362,data engineer,46,104,75.0,4.0,AZ
1363,analyst,46,104,75.0,3.1,AZ
1364,manager,46,104,75.0,3.6,AZ
1365,data scientist,46,104,75.0,3.7,AZ
1366,data engineer,46,104,75.0,3.8,AZ
1367,data scientist,46,104,75.0,3.9,AZ
1370,analyst,46,104,75.0,3.5,AZ
1371,data scientist,46,104,75.0,3.9,AZ
1373,data engineer,46,104,75.0,4.8,AZ
1374,analyst,46,104,75.0,3.0,AZ
1376,analyst,46,104,75.0,4.0,AZ
1377,data scientist,46,104,75.0,3.7,AZ
1380,machine learning engineer,46,104,75.0,3.9,AZ
1381,other,46,104,75.0,3.7,AZ
1382,other,46,104,75.0,4.6,AZ
1383,data scientist,46,104,75.0,4.0,AZ
1384,analyst,46,104,75.0,4.9,AZ
1385,data engineer,46,104,75.0,4.9,AZ
1386,other,46,104,75.0,3.9,AZ
1387,other,46,104,75.0,3.9,AZ
1388,data scientist,46,104,75.0,4.0,AZ
1390,analyst,45,81,63.0,2.9,AZ
1391,machine learning engineer,45,81,63.0,4.0,AZ
1392,other,45,81,63.0,3.7,AZ
1393,analyst,45,81,63.0,3.8,AZ
1394,data engineer,45,81,63.0,4.0,AZ
1395,data engineer,45,81,63.0,3.6,AZ
1396,analyst,45,81,63.0,3.7,AZ
1397,data engineer,45,81,63.0,2.9,AZ
1398,other,45,81,63.0,3.6,AZ
1399,data engineer,45,81,63.0,3.6,AZ
1403,data scientist,45,81,63.0,3.8,AZ
1404,other,45,81,63.0,3.4,AZ
1406,analyst,45,81,63.0,3.2,AZ
1408,other,45,81,63.0,3.1,AZ
1409,manager,45,81,63.0,3.7,AZ
1411,analyst,45,81,63.0,4.0,AZ
1412,data scientist,45,81,63.0,4.3,AZ
1413,analyst,45,81,63.0,3.0,AZ
1414,other,45,81,63.0,2.9,AZ
1415,data scientist,45,81,63.0,3.4,AZ
1418,manager,92,144,118.0,3.9,AZ
1420,analyst,92,144,118.0,3.1,AZ
1422,data engineer,92,144,118.0,3.2,AZ
1423,data scientist,92,144,118.0,4.3,AZ
1424,data scientist,92,144,118.0,2.9,AZ
1425,analyst,92,144,118.0,2.5,AZ
1426,manager,92,144,118.0,3.2,AZ
1428,data engineer,92,144,118.0,5.0,AZ
1429,other,92,144,118.0,3.6,AZ
1430,other,92,144,118.0,3.5,AZ
1431,other,92,144,118.0,3.8,AZ
1432,analyst,92,144,118.0,4.5,AZ
1433,analyst,92,144,118.0,4.0,AZ
1435,data scientist,92,144,118.0,4.2,AZ
1437,other,92,144,118.0,3.9,AZ
1439,data scientist,92,144,118.0,4.3,AZ
1440,data engineer,92,144,118.0,3.9,AZ
1441,data engineer,92,144,118.0,4.8,AZ
1442,analyst,92,144,118.0,2.8,AZ
1443,other,92,144,118.0,3.9,AZ
1445,data scientist,92,144,118.0,3.5,AZ
1446,data engineer,92,144,118.0,3.3,AZ
1447,analyst,92,144,118.0,4.5,AZ
1449,other,64,97,80.5,3.4,AZ
1450,data scientist,64,97,80.5,4.2,AZ
1452,other,64,97,80.5,3.8,AZ
1453,other,64,97,80.5,3.2,AZ
1454,other,64,97,80.5,5.0,AZ
1456,data engineer,64,97,80.5,3.5,AZ
1458,analyst,64,97,80.5,3.0,AZ
1460,data scientist,64,97,80.5,2.9,AZ
1462,other,64,97,80.5,2.7,AZ
1463,data engineer,64,97,80.5,3.6,AZ
1466,data scientist,64,97,80.5,3.9,AZ
1467,data engineer,64,97,80.5,4.1,AZ
1468,data engineer,64,97,80.5,3.6,AZ
1471,analyst,64,97,80.5,4.5,AZ
1473,analyst,64,97,80.5,3.2,AZ
1474,manager,64,97,80.5,3.7,AZ
1475,data engineer,64,97,80.5,4.1,AZ
1476,data engineer,64,97,80.5,4.1,AZ
1477,data engineer,64,97,80.5,3.2,AZ
1479,data engineer,47,73,60.0,3.6,AZ
1480,other,47,73,60.0,3.0,AZ
1481,manager,47,73,60.0,4.1,AZ
1482,machine learning engineer,47,73,60.0,4.9,AZ
1485,data engineer,47,73,60.0,4.0,AZ
1486,other,47,73,60.0,3.0,AZ
1487,other,47,73,60.0,4.2,AZ
1488,analyst,47,73,60.0,3.9,AZ
1489,other,47,73,60.0,3.5,AZ
1490,analyst,47,73,60.0,3.5,AZ
1491,analyst,47,73,60.0,5.0,AZ
1492,data engineer,47,73,60.0,3.9,AZ
1493,analyst,47,73,60.0,3.4,AZ
1494,analyst,47,73,60.0,3.1,AZ
1495,data engineer,47,73,60.0,4.1,AZ
1496,data engineer,47,73,60.0,3.9,AZ
1497,other,47,73,60.0,4.6,AZ
1498,data engineer,47,73,60.0,3.4,AZ
1499,data engineer,47,73,60.0,3.4,AZ
1501,manager,47,73,60.0,3.6,AZ
1502,data engineer,47,73,60.0,4.8,AZ
1503,data engineer,47,73,60.0,3.7,AZ
1505,analyst,47,73,60.0,4.1,AZ
1507,data engineer,47,73,60.0,4.0,AZ
1508,data engineer,84,156,120.0,3.5,AZ
1510,data engineer,84,156,120.0,3.5,AZ
1511,other,84,156,120.0,3.1,AZ
1512,analyst,84,156,120.0,3.4,AZ
1513,data engineer,84,156,120.0,3.8,AZ
1515,analyst,84,156,120.0,4.1,AZ
1516,data engineer,84,156,120.0,5.0,AZ
1517,data engineer,84,156,120.0,4.0,AZ
1518,data engineer,84,156,120.0,5.0,AZ
1521,analyst,84,156,120.0,4.3,AZ
1523,data engineer,84,156,120.0,3.2,AZ
1524,analyst,84,156,120.0,4.0,AZ
1525,data engineer,84,156,120.0,3.9,AZ
1526,data engineer,84,156,120.0,4.0,AZ
1527,analyst,84,156,120.0,4.1,AZ
1530,data engineer,84,156,120.0,3.8,AZ
1531,data engineer,84,156,120.0,4.2,AZ
1532,other,84,156,120.0,4.0,AZ
1536,data engineer,84,156,120.0,4.1,AZ
1539,data engineer,97,111,104.0,3.7,AZ
1543,analyst,97,111,104.0,3.6,AZ
1544,data engineer,97,111,104.0,3.8,AZ
1545,other,97,111,104.0,3.7,AZ
1547,analyst,97,111,104.0,3.7,AZ
1548,data engineer,97,111,104.0,3.6,AZ
1549,data engineer,97,111,104.0,2.9,AZ
1550,data scientist,97,111,104.0,4.2,AZ
1551,other,97,111,104.0,2.5,AZ
1552,data engineer,97,111,104.0,3.7,AZ
1553,data scientist,97,111,104.0,3.4,AZ
1555,other,97,111,104.0,3.6,AZ
1556,data scientist,97,111,104.0,3.7,AZ
1557,analyst,97,111,104.0,3.6,AZ
1559,data engineer,84,101,92.5,3.8,AZ
1560,data engineer,84,101,92.5,3.6,AZ
1561,other,84,101,92.5,3.6,AZ
1562,data engineer,84,101,92.5,3.1,AZ
1563,data engineer,84,101,92.5,3.9,AZ
1564,data engineer,84,101,92.5,3.4,AZ
1565,data engineer,84,101,92.5,3.9,AZ
1566,analyst,84,101,92.5,3.8,AZ
1567,data engineer,84,101,92.5,3.2,AZ
1568,data engineer,84,101,92.5,3.5,AZ
1569,other,84,101,92.5,4.1,AZ
1570,data engineer,84,101,92.5,4.4,AZ
1574,data engineer,84,101,92.5,3.9,AZ
1575,data engineer,84,101,92.5,3.5,AZ
1578,data engineer,84,101,92.5,4.1,AZ
1579,data engineer,84,101,92.5,3.8,AZ
1580,data scientist,84,101,92.5,4.2,AZ
1581,data scientist,84,101,92.5,4.2,AZ
1582,data scientist,84,101,92.5,4.2,AZ
1583,data engineer,84,101,92.5,4.4,AZ
1584,data engineer,84,101,92.5,3.6,AZ
1585,data engineer,84,101,92.5,3.2,AZ
1586,data scientist,84,101,92.5,4.2,AZ
1587,data engineer,99,173,136.0,3.9,AZ
1588,data engineer,99,173,136.0,3.9,AZ
1589,data scientist,99,173,136.0,4.2,AZ
1590,data engineer,99,173,136.0,3.8,AZ
1591,data scientist,99,173,136.0,4.2,AZ
1593,data scientist,93,151,122.0,4.0,DE
1594,data scientist,93,151,122.0,4.2,PA
1595,analyst,93,151,122.0,4.6,PA
1596,data engineer,93,151,122.0,5.0,DE
1597,data scientist,93,151,122.0,3.7,PA
1598,analyst,93,151,122.0,2.3,PA
1599,data scientist,93,151,122.0,3.5,NJ
1602,data scientist,93,151,122.0,4.3,PA
1604,data scientist,93,151,122.0,4.2,PA
1605,data scientist,93,151,122.0,4.5,NJ
1606,data scientist,93,151,122.0,4.7,PA
1607,data scientist,93,151,122.0,3.1,PA
1609,data scientist,93,151,122.0,3.9,PA
1610,machine learning engineer,93,151,122.0,4.4,PA
1611,researcher,93,151,122.0,3.6,PA
1613,data scientist,93,151,122.0,3.4,PA
1615,data scientist,93,151,122.0,2.9,PA
1616,data scientist,93,151,122.0,3.7,PA
1618,data engineer,93,151,122.0,3.1,PA
1619,other,93,151,122.0,4.1,PA
1620,data scientist,93,151,122.0,3.2,PA
1621,analyst,93,151,122.0,4.7,PA
1623,data engineer,93,151,122.0,4.7,PA
1624,data scientist,50,87,68.5,3.1,PA
1626,data scientist,50,87,68.5,5.0,PA
1627,analyst,50,87,68.5,4.6,PA
1628,data scientist,50,87,68.5,3.5,PA
1629,data scientist,50,87,68.5,3.7,PA
1630,other,50,87,68.5,3.3,PA
1631,other,50,87,68.5,4.0,PA
1633,analyst,50,87,68.5,3.8,PA
1635,other,50,87,68.5,3.9,PA
1636,analyst,50,87,68.5,3.9,PA
1639,other,50,87,68.5,4.0,PA
1641,other,50,87,68.5,3.9,PA
1642,data scientist,50,87,68.5,2.8,PA
1644,data scientist,50,87,68.5,3.8,PA
1645,data scientist,50,87,68.5,3.6,PA
1646,data scientist,50,87,68.5,3.1,PA
1648,analyst,50,87,68.5,4.3,PA
1649,analyst,50,87,68.5,3.7,PA
1650,other,50,87,68.5,4.6,PA
1652,data engineer,50,87,68.5,2.7,PA
1653,other,50,87,68.5,3.8,PA
1654,data scientist,71,117,94.0,3.3,PA
1655,other,71,117,94.0,4.3,PA
1656,data scientist,71,117,94.0,3.7,PA
1657,other,71,117,94.0,4.7,PA
1658,analyst,71,117,94.0,3.6,PA
1660,other,71,117,94.0,3.6,PA
1661,analyst,71,117,94.0,3.5,PA
1662,data engineer,71,117,94.0,4.0,PA
1663,data engineer,71,117,94.0,3.7,PA
1664,analyst,71,117,94.0,4.1,PA
1665,data scientist,71,117,94.0,3.7,PA
1666,analyst,71,117,94.0,2.4,PA
1667,other,71,117,94.0,3.5,PA
1668,analyst,71,117,94.0,3.9,PA
1670,data engineer,71,117,94.0,3.5,PA
1671,analyst,71,117,94.0,3.8,PA
1672,data scientist,71,117,94.0,2.7,PA
1673,analyst,71,117,94.0,5.0,PA
1674,analyst,71,117,94.0,3.5,PA
1675,data scientist,71,117,94.0,3.9,PA
1677,data scientist,71,117,94.0,3.7,PA
1678,data scientist,71,117,94.0,4.3,PA
1679,analyst,71,117,94.0,4.2,PA
1680,analyst,71,117,94.0,4.3,PA
1681,analyst,71,117,94.0,3.7,PA
1682,analyst,71,117,94.0,4.0,NJ
1683,data scientist,71,117,94.0,3.7,PA
1687,analyst,44,80,62.0,3.5,NJ
1689,other,44,80,62.0,3.5,PA
1690,other,44,80,62.0,2.6,PA
1691,data scientist,44,80,62.0,3.7,PA
1692,analyst,44,80,62.0,3.6,PA
1693,analyst,44,80,62.0,3.2,PA
1695,other,44,80,62.0,3.7,PA
1696,analyst,44,80,62.0,3.8,PA
1697,analyst,44,80,62.0,4.3,PA
1698,other,44,80,62.0,3.2,PA
1701,data engineer,44,80,62.0,4.5,PA
1703,data scientist,44,80,62.0,3.2,PA
1704,data scientist,44,80,62.0,4.7,PA
1705,analyst,44,80,62.0,3.2,PA
1707,data scientist,44,80,62.0,3.1,PA
1708,machine learning engineer,44,80,62.0,3.1,PA
1709,data scientist,44,80,62.0,4.7,PA
1710,other,44,80,62.0,3.8,PA
1711,manager,44,80,62.0,3.8,PA
1712,data engineer,44,80,62.0,3.4,PA
